r003pc06;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835165
r003pc07;Dell_9020s-nnnnnnnnnnnn;Dell_P221HD-400001835166
r003pc08;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835167
r003pc09;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835168
r003pc10;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835169
r003pc11;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835170
r003pc12;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835171
r003pc13;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835172
r003pc14;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835173
r003pc15;Dell_9020s-nnnnnnnnnnnn;Dell_P221HD-400001835174
r003pc16;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835175
r003pc17;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835176
r003pc18;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835177
r003pc19;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835178
r003pc20;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835179
r003pc21;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835180
r003pc22;Dell_9020s-nnnnnnnnnnnn;Dell_P221HD-400001835181
r003pc50;Dell_7010s-nnnnnnnnnnnn;Dell_P221HD-400001835182;Opto_WL350t-400000786037
r004pc01;Leno_M92pS-400000976120
r004pc02;Leno_M92pS-400000976121
r004pc03;Leno_M92pS-400000976122
r004pc04;Leno_M92pS-400000976123
r004pc05;Leno_M92pS-400000976124
r004pc06;Leno_M91pS-400000976125
r004pc07;Leno_M92pS-400000976126
r004pc08;Leno_M92pS-400000976127
r004pc09;Leno_M92pS-400000976128
r004pc10;Leno_M92pS-400000976129
r004pc11;Leno_M92pS-400000976130
r004pc12;Leno_M92pS-400000976131
r004pc13;Leno_M92pS-400000976132
r004pc14;Dell_7010S-nnnnnnnnnnnn
r004pc15;Dell_7010S-nnnnnnnnnnnn
r004pc16;Dell_7010S-nnnnnnnnnnnn
r004pc17;Dell_7010S-nnnnnnnnnnnn
r004pc18;Dell_7010S-nnnnnnnnnnnn
r004pc19;Dell_7010S-nnnnnnnnnnnn
r004pc20;Dell_7010S-nnnnnnnnnnnn
r004pc21;Dell_960FF-nnnnnnnnnnnn
r004pc50;Leno_M92pS-400000976133;Dell_WideXX-nnnnnnnnnnnn;BenQ_MW712a-312002832929
r005pc01;Leno_M92pS-400000976134
r005pc02;Leno_M92pS-400000976135
r005pc03;Leno_M92pS-400000976136
r005pc04;Leno_M92pS-400000976137
r005pc05;Dell_3020S-400000637540
r005pc06;Leno_M92pS-400000976139
r005pc07;Leno_M92pS-400000976140
r005pc08;Leno_M92pS-400000976141
r005pc09;Leno_M92pS-400000976142
r005pc10;Leno_M92pS-400000976143
r005pc11;Leno_M92pS-400000976144
r005pc12;Leno_M92pS-400000976145
r005pc13;Leno_M92pS-400000976146
r005pc14;Leno_M92pS-400000976147
r005pc15;Leno_M92pS-400000976148
r005pc16;Leno_M92pS-400000976149
r005pc17;Leno_M92pS-400000976150
r005pc18;Leno_M92pS-400000976151
r005pc19;Leno_M92pS-400000976152
r005pc20;Leno_M92pS-400000976153
r005pc21;Leno_M92pS-400000976154
r005pc22;Leno_M92pS-400000976155
r005pc23;Leno_M92pS-400000976156
r005pc50;Leno_M71pS-400000976651;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721t-400000259051
r006pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;NEC_____4x3-xxxxxxxxxxxx
r006pc51;Dell_7010S-nnnnnnnnnnnn
r006pc52;dumm_yPCPC-xxxxxxxxxxxx;no___Screen-nnnnnnnnnnnn;Opto_WL350t-400000806512
r007pc01;Dell_7010S-nnnnnnnnnnnn
r007pc02;Dell_7010S-nnnnnnnnnnnn
r007pc03;Dell_7010S-nnnnnnnnnnnn
r007pc04;Dell_7010S-nnnnnnnnnnnn
r007pc05;Dell_7010S-nnnnnnnnnnnn
r007pc06;Dell_7010S-nnnnnnnnnnnn
r007pc07;Dell_7010S-nnnnnnnnnnnn
r007pc52;Fuji_E5730-nnnnnnnnnnnn
r007pc51;Fuji_C700S-xxxxxxxxxxxx
r008pc50;Dell_3020S-400000637531;Acer_V196WL-400000818661;Opto_WL350t-400000786041
r009pc51;Dell_960FF-nnnnnnnnnnnn
r009pc52;Dell_960FF-nnnnnnnnnnnn
r010pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW516t-312001326876
r011pc50;Dell_9020s-nnnnnnnnnnnn;Acer_V196WL-400000818662;BenQ_MW721t-400000785119
r012pc50;Dell_3020S-400000637550;Acer_V196WL-400000818660;BenQ_MW721t-400000785118
r013pc50;Dell_7010S-nnnnnnnnnnnn;Dell_P221HD-400001835183;Opto_WL350t-400000806509
r101pc50;Dell_D03SF-400000266266;Acer_V196WL-400000818656;BenQ_MW516t-312000686586
r102pc50;Dell_3020S-400000637533;Acer_V196WL-400000818657;BenQ_MW712a-312002832927
r103pc50;Dell_3020S-400000637534;Acer_V196WL-400000818658;Opto_WL350t-400000806506
r104pc51;Dell_7010S-nnnnnnnnnnnn
r105pc50;Leno_M71pS-400000976652;Dell_P221HD-400001835189;BenQ_MW712a-312002832926
r106pc50;Dell_D03SF-312002851698;Sams_SA450_-xxxxxxxxxxxx;BenQ_MW712a-312002832928
r107pc51;Dell_7010S-nnnnnnnnnnnn;Acer_B246HL-400001661842
r107pc52;Leno_M91pM-nnnnnnnnnnnn;Acer_B246HL-400001661843
r107pc53;Leno_M91pM-nnnnnnnnnnnn;Acer_B246HL-400001661844
r107pc54;Leno_M91pM-nnnnnnnnnnnn;Acer_B246HL-400001661845
r107pc55;Leno_M91pM-nnnnnnnnnnnn;Acer_B246HL-400001661846
r107pc56;Dell_7010S-nnnnnnnnnnnn;Acer_B246HL-400001661847
r115pc51;Dell_D03SF-400000266265
r115pc52;Dell_D03SF-312002851695
r115pc53;Dell_D03SF-400000266269
r115pc54;Dell_D03SF-312002851696
r115pc55;Dell_D03SF-400000266267
r120pc51;Fuji_C700S-nnnnnnnnnnnn
r121pc51;Fuji_C700S-nnnnnnnnnnnn
r122pc50;Leno_M91pS-nnnnnnnnnnnn;Sams_S19___-400000279744;BenQ_MW721a-400000430858
r123pc50;Dell_D03SF-400000637551;Sams_S19___-400000279745;Opto_WL350t-400000786039
r124pc50;Dell_D03SF-400000637553;Sams_S19___-400000279741;BenQ_MW721a-400000430857
r125pc50;Dell_D03SF-400000266264;Sams_S19___-400000279743;BenQ_MW721a-400000430856
r126pc50;Dell_D03SF-400000637552;Sams_S19___-400000279742;BenQ_MW721a-400000266340
r127pc50;Dell_D03SF-312002851697;Sams_S455__-312002857990;BenQ_MW721a-400000266342
r201pc50;Dell_3020S-400000637535;Acer_V196WL-400000818655;BenQ_MW721a-400000472351
r202pc50;Dell_3020S-400000637536;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-312002832930
r203pc50;Dell_3020S-400000637537;Flat_WideXX-nnnnnnnnnnnn;Opto_WL350t-400000806511
r204pc50;Dell_3020S-400000637538;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-400000472347
r205pc51;Fuji_E5730-nnnnnnnnnnnn
r206pc50;Dell_3020S-400000637539;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-400000472350
r207pc01;Leno_M92pS-400000976102
r207pc02;Leno_M92pS-400000976103
r207pc03;Leno_M92pS-400000976104
r207pc04;Leno_M92pS-400000976105
r207pc05;Leno_M92pS-400000976106
r207pc06;Leno_M92pS-400000976107
r207pc07;Leno_M92pS-400000976108
r207pc08;Leno_M92pS-400000976109
r207pc09;Leno_M92pS-400000976110
r207pc10;Leno_M92pS-400000976111
r207pc12;Leno_M92pS-400000976113
r207pc13;Leno_M92pS-400000976114
r207pc14;Leno_M92pS-400000976115
r207pc15;Dell_7010S-nnnnnnnnnnnn
r207pc16;Leno_M92pS-400000976117
r207pc17;Leno_M92pS-400000976118
r207pc18;Leno_M92pS-400000976119
r207pc19;Leno_M91pS-nnnnnnnnnnnn
r207pc50;Leno_M92pS-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Epsn_EPW39t-400001246550
r209pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Opto_WL350t-400000786042
r210pc50;Dell_7010S-nnnnnnnnnnnn
r211pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Opto_WL350t-400000806507
r212pc50;Dell_7010S-nnnnnnnnnnnn;Acer_V196WL-400000818654;Opto_WL350t-400000806519
r213pc50;Dell_3020S-400000637541;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-400000266342
r216pc51;Dell_7010S-nnnnnnnnnnnn
r216pc52;Dell_3020S-400000785917
r216pc53;Dell_7010S-nnnnnnnnnnnn
r260pc01;Dell_7010S-nnnnnnnnnnnn
r260pc02;Dell_7010S-nnnnnnnnnnnn
r260pc03;Dell_7010S-nnnnnnnnnnnn
r260pc04;Dell_7010S-nnnnnnnnnnnn
r260pc05;Dell_7010S-nnnnnnnnnnnn
r260pc51;Dell_7010S-nnnnnnnnnnnn;Dell_P221HD-400001835186
r301pc50;Dell_3020S-400000637542;Acer_V196WL-400000818653;Opto_WL350t-400000806518
r302pc50;Dell_3020S-400000637543;Acer_V196WL-400000818652;Opto_WL350t-400000806517
r303pc50;Dell_3020S-400000637544;Aver_V196WL-400000818651;Opto_WL350t-400000806516
r305pc50;Dell_3020S-400000637545;Acer_V196WL-400000818650;Opto_WL350t-400000806515
r306pc50;Dell_3020S-400000637546;Acer_V196WL-400000818649;Opto_WL350t-400000806514
r307pc50;Dell_3020S-400000637547;Acer_V196WL-400000818648;Opto_WL350t-400000806508
r308pc51;dumm_yPCPC-nnnnnnnnnnnn;Acer_B246HL-400001661848
r309pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-400000472348
r310pc51;Dell_7010S-nnnnnnnnnnnn
r311pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-400000472349
r312pc50;Dell_3020S-400000637548;Acer_V196WL-xxxxxxxxxxxx;Opto_WL350t-400000806513
r313pc01;Dell_7010S-nnnnnnnnnnnn
r313pc50;Dell_3020S-400000637549;Acer_V196WL-xxxxxxxxxxxx;Opto_WL350t-400000806520
r314pc01;Leno_M91pS-nnnnnnnnnnnn
r314pc02;Leno_M91pS-nnnnnnnnnnnn
r314pc03;Dell_7010S-nnnnnnnnnnnn
r314pc04;Leno_M91pS-nnnnnnnnnnnn
r314pc05;Leno_M91pS-nnnnnnnnnnnn
r314pc06;Leno_M91pS-nnnnnnnnnnnn
r314pc07;Leno_M91pS-nnnnnnnnnnnn
r314pc08;Leno_M91pS-nnnnnnnnnnnn
r314pc09;Leno_M91pS-nnnnnnnnnnnn
r314pc10;Leno_M91pS-nnnnnnnnnnnn
r314pc11;Leno_M91pS-nnnnnnnnnnnn
r314pc12;Leno_M91pS-nnnnnnnnnnnn
r314pc13;Leno_M91pS-nnnnnnnnnnnn
r314pc14;Leno_M91pS-nnnnnnnnnnnn
r314pc15;Leno_M91pS-nnnnnnnnnnnn
r314pc16;Leno_M91pS-nnnnnnnnnnnn
r314pc17;Leno_M91pS-nnnnnnnnnnnn
r314pc18;Leno_M91pS-nnnnnnnnnnnn
r314pc19;Fuji_C700S-nnnnnnnnnnnn
r314pc20;Fuji_C700S-nnnnnnnnnnnn
r314pc21;Dell_7010S-nnnnnnnnnnnn
r314pc50;Fuji_C700S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Opto_WL350t-400000786038
r401pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;BenQ_MW721a-400000472346
r402pc51;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn
r404pc50;Dell_7010s-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Opto_W307US-400000760771
r408pc50;dumm_yPCPC-nnnnnnnnnnnn;no___Screen-nnnnnnnnnnnn;BenQ_MW516t-312000686587
r409pc50;Fuji_E5730-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Epsn_EB-W39-xxxxxxxxxxxx
r411pc50;HP____7800
r414pc50;HP____7800
r415pc50;Dell_960FF-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Opto_WL350t-400000806510
r501pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Epsn_EB-W39-400001246552
r502pc50;Dell_7010S-nnnnnnnnnnnn;Flat_WideXX-nnnnnnnnnnnn;Epsn_EB-W39-400001246553
